id;target;response;autoscore;numwords;sessid;block;trial;hint;sentid;snr;audio;speaker;gender;nativelanguage;level;timestamp
1021;Milk comes in a carton.;Female voice white noise;0;5;39;3;9;1;39;0;ALL_049_F_ENG_ENG_HT1_S039;49;1;ENG;68;01/09/2023 21:07
1021;The dog sleeps in a basket.;The dog sleeps in the basket;5;6;40;3;10;1;40;0;ALL_049_F_ENG_ENG_HT1_S040;49;1;ENG;68;01/09/2023 21:08
1021;The house had nine bedrooms.;The house had 9 bedrooms ;5;5;41;3;11;1;41;0;ALL_049_F_ENG_ENG_HT1_S041;49;1;ENG;68;01/09/2023 21:08
1021;They're shopping for school clothes.;I am shopping for school clothes;4;5;42;3;12;1;42;0;ALL_049_F_ENG_ENG_HT1_S042;49;1;ENG;68;01/09/2023 21:08
1021;They're playing in the park.;Female voice in white noise;1;5;43;3;13;1;43;0;ALL_049_F_ENG_ENG_HT1_S043;49;1;ENG;68;01/09/2023 21:09
1021;Rain is good for trees.;Rain is good for trees;5;5;44;3;14;1;44;0;ALL_049_F_ENG_ENG_HT1_S044;49;1;ENG;68;01/09/2023 21:09
1021;They sat on a wooden bench.;We sat on wooden bench;4;6;45;3;15;1;45;0;ALL_049_F_ENG_ENG_HT1_S045;49;1;ENG;68;01/09/2023 21:09
1021;The child drank some fresh milk.;The child drinks refreshment;2;6;46;4;1;1;46;2;ALL_049_F_ENG_ENG_HT1_S046;49;1;ENG;68;01/09/2023 21:10
1021;The baby slept all night.;The baby slept all night;5;5;47;4;2;1;47;2;ALL_049_F_ENG_ENG_HT1_S047;49;1;ENG;68;01/09/2023 21:10
1021;The salt shaker is empty.;The salt shaker was empty;4;5;48;4;3;1;48;2;ALL_049_F_ENG_ENG_HT1_S048;49;1;ENG;68;01/09/2023 21:10
1021;The policeman knows the way.;The policeman knows the way;5;5;49;4;4;1;49;2;ALL_049_F_ENG_ENG_HT1_S049;49;1;ENG;68;01/09/2023 21:10
1021;The buckets fill up quickly.;The buckets filled up;3;5;50;4;5;1;50;2;ALL_049_F_ENG_ENG_HT1_S050;49;1;ENG;68;01/09/2023 21:11
1021;The boy is running away.;The boy is running wild;4;5;51;4;6;1;51;2;ALL_049_F_ENG_ENG_HT1_S051;49;1;ENG;68;01/09/2023 21:11
1021;A towel is near the sink.;The tower is never seen;2;6;52;4;7;1;52;2;ALL_049_F_ENG_ENG_HT1_S052;49;1;ENG;68;01/09/2023 21:11
1021;Flowers can grow in the pot.;Female voice white noise;0;6;53;4;8;1;53;2;ALL_049_F_ENG_ENG_HT1_S053;49;1;ENG;68;01/09/2023 21:12
1021;He's skating with his friend.;The skating was something;1;5;54;4;9;1;54;2;ALL_049_F_ENG_ENG_HT1_S054;49;1;ENG;68;01/09/2023 21:12
1021;The janitor swept the floor.;The janitor swept the floor;5;5;55;4;10;1;55;2;ALL_049_F_ENG_ENG_HT1_S055;49;1;ENG;68;01/09/2023 21:12
1021;The lady washed the shirt.;The lady washed the shirt ;5;5;56;4;11;1;56;2;ALL_049_F_ENG_ENG_HT1_S056;49;1;ENG;68;01/09/2023 21:13
1021;She took off her fur coat.;She took off her fur coat;6;6;57;4;12;1;57;2;ALL_049_F_ENG_ENG_HT1_S057;49;1;ENG;68;01/09/2023 21:13
1021;The match boxes are empty.;Female voice white nouse;0;5;58;4;13;1;58;2;ALL_049_F_ENG_ENG_HT1_S058;49;1;ENG;68;01/09/2023 21:13
1021;The man is painting a sign.;The nan is painting a sign;5;6;59;4;14;1;59;2;ALL_049_F_ENG_ENG_HT1_S059;49;1;ENG;68;01/09/2023 21:13
1021;The dog came home at last.;The dog came home at last;6;6;60;4;15;1;60;2;ALL_049_F_ENG_ENG_HT1_S060;49;1;ENG;68;01/09/2023 21:14
1021;They heard a funny noise.;They heard a funny noise ;5;5;61;5;1;2;1;4;ALL_049_F_ENG_ENG_HT2_S001;49;1;ENG;68;01/09/2023 21:14
1021;They found his brother hiding.;They found his brother at home;4;5;62;5;2;2;2;4;ALL_049_F_ENG_ENG_HT2_S002;49;1;ENG;68;01/09/2023 21:14
1021;The dog played with a stick.;The dog something;2;6;63;5;3;2;3;4;ALL_049_F_ENG_ENG_HT2_S003;49;1;ENG;68;01/09/2023 21:14
1021;The book tells a story.;The book tells a story;5;5;64;5;4;2;4;4;ALL_049_F_ENG_ENG_HT2_S004;49;1;ENG;68;01/09/2023 21:14
1021;The matches are on a shelf.;The matches are on a shelve;5;6;65;5;5;2;5;4;ALL_049_F_ENG_ENG_HT2_S005;49;1;ENG;68;01/09/2023 21:15
1021;The milk was by the front door.;The milk was by the front door;7;7;66;5;6;2;6;4;ALL_049_F_ENG_ENG_HT2_S006;49;1;ENG;68;01/09/2023 21:15
1021;The broom was in the corner.;The broom was in the corner;6;6;67;5;7;2;7;4;ALL_049_F_ENG_ENG_HT2_S007;49;1;ENG;68;01/09/2023 21:15
1021;The new road is on the map.;The new road is on the map;7;7;68;5;8;2;8;4;ALL_049_F_ENG_ENG_HT2_S008;49;1;ENG;68;01/09/2023 21:16
1021;She lost her credit card.;She lost her credit card;5;5;69;5;9;2;9;4;ALL_049_F_ENG_ENG_HT2_S009;49;1;ENG;68;01/09/2023 21:16
1021;The team is playing well.;The team was playing well;4;5;70;5;10;2;10;4;ALL_049_F_ENG_ENG_HT2_S010;49;1;ENG;68;01/09/2023 21:16
1021;The boy did a handstand.;The boy did a head stand;4;5;71;5;11;2;11;4;ALL_049_F_ENG_ENG_HT2_S011;49;1;ENG;68;01/09/2023 21:16
1021;They took some food outside.;They took some food outside;5;5;72;5;12;2;12;4;ALL_049_F_ENG_ENG_HT2_S012;49;1;ENG;68;01/09/2023 21:16
1021;The young people are dancing.;The young people are dancing;5;5;73;5;13;2;13;4;ALL_049_F_ENG_ENG_HT2_S013;49;1;ENG;68;01/09/2023 21:17
1021;They waited for an hour.;They waited for a half an hour;5;5;74;5;14;2;14;4;ALL_049_F_ENG_ENG_HT2_S014;49;1;ENG;68;01/09/2023 21:17
1021;The shirts are in the closet.;The shirts are in the cliset;5;6;75;5;15;2;15;4;ALL_049_F_ENG_ENG_HT2_S015;49;1;ENG;68;01/09/2023 21:17
1021;They watched the scary movie.;They watched the scary novie;4;5;76;6;1;2;16;6;ALL_049_F_ENG_ENG_HT2_S016;49;1;ENG;68;01/09/2023 21:18
1021;The milk is in a pitcher.;They something the picture.;1;6;77;6;2;2;17;6;ALL_049_F_ENG_ENG_HT2_S017;49;1;ENG;68;01/09/2023 21:18
1021;The truck drove up the road.;The truck drive up the road;5;6;78;6;3;2;18;6;ALL_049_F_ENG_ENG_HT2_S018;49;1;ENG;68;01/09/2023 21:18
1021;The tall man tied his shoes.;The something tied the shoes;3;6;79;6;4;2;19;6;ALL_049_F_ENG_ENG_HT2_S019;49;1;ENG;68;01/09/2023 21:19
1021;A letter fell on the floor.;The something fell on the floor;4;6;80;6;5;2;20;6;ALL_049_F_ENG_ENG_HT2_S020;49;1;ENG;68;01/09/2023 21:19
1021;The ball bounced very high.;Female voice white noise ;0;5;81;6;6;2;21;6;ALL_049_F_ENG_ENG_HT2_S021;49;1;ENG;68;01/09/2023 21:19
1021;Mother cut the birthday cake.;The mother something ;2;5;82;6;7;2;22;6;ALL_049_F_ENG_ENG_HT2_S022;49;1;ENG;68;01/09/2023 21:20
1021;The football game is over.;The football game is over;5;5;83;6;8;2;23;6;ALL_049_F_ENG_ENG_HT2_S023;49;1;ENG;68;01/09/2023 21:20
1021;She stood near the window.;She stood near the window;5;5;84;6;9;2;24;6;ALL_049_F_ENG_ENG_HT2_S024;49;1;ENG;68;01/09/2023 21:20
1021;The kitchen clock was wrong.;The kitchen something;2;5;85;6;10;2;25;6;ALL_049_F_ENG_ENG_HT2_S025;49;1;ENG;68;01/09/2023 21:20
1021;The children helped their teacher.;The children helped the teacher;4;5;86;6;11;2;26;6;ALL_049_F_ENG_ENG_HT2_S026;49;1;ENG;68;01/09/2023 21:21
1021;They carried some shopping bags.;They carried some food in the house;3;5;87;6;12;2;27;6;ALL_049_F_ENG_ENG_HT2_S027;49;1;ENG;68;01/09/2023 21:21
1021;Someone is crossing the road.;Someone is crossing the road;5;5;88;6;13;2;28;6;ALL_049_F_ENG_ENG_HT2_S028;49;1;ENG;68;01/09/2023 21:21
1021;She uses her spoon to eat.;She uses her spoon to eat;6;6;89;6;14;2;29;6;ALL_049_F_ENG_ENG_HT2_S029;49;1;ENG;68;01/09/2023 21:21
1021;The cat lay on the bed.;Female voice white noise;0;6;90;6;15;2;30;6;ALL_049_F_ENG_ENG_HT2_S030;49;1;ENG;68;01/09/2023 21:22
1021;They're running past the house.;They are running past the house;4;5;91;7;1;2;31;8;ALL_049_F_ENG_ENG_HT2_S031;49;1;ENG;68;01/09/2023 21:22
1021;He's washing his face with soap.;He is washing his face with sosp;4;6;92;7;2;2;32;8;ALL_049_F_ENG_ENG_HT2_S032;49;1;ENG;68;01/09/2023 21:22
1021;The dog is chasing the cat.;The dog is chasing the cat;6;6;93;7;3;2;33;8;ALL_049_F_ENG_ENG_HT2_S033;49;1;ENG;68;01/09/2023 21:23
1021;The milkman drives a small truck.;The milk nan drives a small truck;5;6;94;7;4;2;34;8;ALL_049_F_ENG_ENG_HT2_S034;49;1;ENG;68;01/09/2023 21:23
1021;The bus leaves before the train.;The bus leaves before the train;6;6;95;7;5;2;35;8;ALL_049_F_ENG_ENG_HT2_S035;49;1;ENG;68;01/09/2023 21:23
1021;The baby has blue eyes.;The baby has blue eyes;5;5;96;7;6;2;36;8;ALL_049_F_ENG_ENG_HT2_S036;49;1;ENG;68;01/09/2023 21:24
1021;The bag fell off the shelf.;The vag fell off the shelf;5;6;97;7;7;2;37;8;ALL_049_F_ENG_ENG_HT2_S037;49;1;ENG;68;01/09/2023 21:24
1021;They are coming for dinner.;They are coming for dinner;5;5;98;7;8;2;38;8;ALL_049_F_ENG_ENG_HT2_S038;49;1;ENG;68;01/09/2023 21:24
1021;They wanted some potatoes.;They wanted some potatoes ;4;4;99;7;9;2;39;8;ALL_049_F_ENG_ENG_HT2_S039;49;1;ENG;68;01/09/2023 21:24
1021;They knocked on the window.;They knocked on the window ;5;5;100;7;10;2;40;8;ALL_049_F_ENG_ENG_HT2_S040;49;1;ENG;68;01/09/2023 21:25
1021;School got out early today.;School got out early tosay;4;5;101;7;11;2;41;8;ALL_049_F_ENG_ENG_HT2_S041;49;1;ENG;68;01/09/2023 21:25
1021;The football hit the goalpost.;The football hit the gold post;4;5;102;7;12;2;42;8;ALL_049_F_ENG_ENG_HT2_S042;49;1;ENG;68;01/09/2023 21:25
1021;The boy ran away from school.;The boy ran away from school;6;6;103;7;13;2;43;8;ALL_049_F_ENG_ENG_HT2_S043;49;1;ENG;68;01/09/2023 21:26
1021;Sugar is very sweet.;Sugar us very sweet;3;4;104;7;14;2;44;8;ALL_049_F_ENG_ENG_HT2_S044;49;1;ENG;68;01/09/2023 21:26
1021;The two children are laughing.;The two children are laughing ;5;5;105;7;15;2;45;8;ALL_049_F_ENG_ENG_HT2_S045;49;1;ENG;68;01/09/2023 21:26
1021;The firetruck is coming.;The firetruck us coming ;3;4;106;8;1;2;46;Q;ALL_049_F_ENG_ENG_HT2_S046;49;1;ENG;68;01/09/2023 21:26
1021;Mother got a sauce pan.;Mother git a sauce oan;3;5;107;8;2;2;47;Q;ALL_049_F_ENG_ENG_HT2_S047;49;1;ENG;68;01/09/2023 21:27
1021;The baby wants his bottle.;The baby wants his bittle;4;5;108;8;3;2;48;Q;ALL_049_F_ENG_ENG_HT2_S048;49;1;ENG;68;01/09/2023 21:27
1021;The ball broke the window.;The vall broke the windiw;3;5;109;8;4;2;49;Q;ALL_049_F_ENG_ENG_HT2_S049;49;1;ENG;68;01/09/2023 21:27
1021;There was a bad train wreck.;Their was a bad train wreck;5;6;110;8;5;2;50;Q;ALL_049_F_ENG_ENG_HT2_S050;49;1;ENG;68;01/09/2023 21:28
1021;The waiter brought the cream.;The waiter brought the cream ;5;5;111;8;6;2;51;Q;ALL_049_F_ENG_ENG_HT2_S051;49;1;ENG;68;01/09/2023 21:28
1021;The teapot is very hot.;The tea pot is very hot;4;5;112;8;7;2;52;Q;ALL_049_F_ENG_ENG_HT2_S052;49;1;ENG;68;01/09/2023 21:28
1021;The apple pie is good.;The apple pie us good;4;5;113;8;8;2;53;Q;ALL_049_F_ENG_ENG_HT2_S053;49;1;ENG;68;01/09/2023 21:29
1021;The jelly jar was full.;The jelly jar was full;5;5;114;8;9;2;54;Q;ALL_049_F_ENG_ENG_HT2_S054;49;1;ENG;68;01/09/2023 21:33
1021;The girl is washing her hair.;Female voice did not get it;0;6;115;8;10;2;55;Q;ALL_049_F_ENG_ENG_HT2_S055;49;1;ENG;68;01/09/2023 21:35
1021;The girl played with the baby.;The girl played with the baby;6;6;116;8;11;2;56;Q;ALL_049_F_ENG_ENG_HT2_S056;49;1;ENG;68;01/09/2023 21:36
1021;The cow is milked every day.;The vie was milked every day;4;6;117;8;12;2;57;Q;ALL_049_F_ENG_ENG_HT2_S057;49;1;ENG;68;01/09/2023 21:36
1021;They called an ambulance.;The called an ambulance;3;4;118;8;13;2;58;Q;ALL_049_F_ENG_ENG_HT2_S058;49;1;ENG;68;01/09/2023 21:36
1021;They are drinking coffee.;Their drinking coffee ;2;4;119;8;14;2;59;Q;ALL_049_F_ENG_ENG_HT2_S059;49;1;ENG;68;01/09/2023 21:37
1021;He climbed up the ladder.;He climbed up the katter;4;5;120;8;15;2;60;Q;ALL_049_F_ENG_ENG_HT2_S060;49;1;ENG;68;01/09/2023 21:37
1022;A boy fell from the window.;A boy sound at night;2;6;1;1;1;1;1;n4;ALL_049_F_ENG_ENG_HT1_S001;49;1;ENG;68;01/09/2023 20:12
1022;The wife helped her husband.;The wife helped her husband;5;5;2;1;2;1;2;n4;ALL_049_F_ENG_ENG_HT1_S002;49;1;ENG;68;01/09/2023 20:12
1022;Big dogs can be dangerous.;big dogs can be dangerous;5;5;3;1;3;1;3;n4;ALL_049_F_ENG_ENG_HT1_S003;49;1;ENG;68;01/09/2023 20:12
1022;The shoes were very dirty.;the shoes were very dirty;5;5;4;1;4;1;4;n4;ALL_049_F_ENG_ENG_HT1_S004;49;1;ENG;68;01/09/2023 20:12
1022;The player lost a shoe.;the player lost her shoe;4;5;5;1;5;1;5;n4;ALL_049_F_ENG_ENG_HT1_S005;49;1;ENG;68;01/09/2023 20:12
1022;Somebody stole the money.;somebody stole the knife;3;4;6;1;6;1;6;n4;ALL_049_F_ENG_ENG_HT1_S006;49;1;ENG;68;01/09/2023 20:12
1022;The fire was very hot.;fire was very hot;4;5;7;1;7;1;7;n4;ALL_049_F_ENG_ENG_HT1_S007;49;1;ENG;68;01/09/2023 20:12
1022;She's drinking from her own cup.;she's drinking from her own cup;6;6;8;1;8;1;8;n4;ALL_049_F_ENG_ENG_HT1_S008;49;1;ENG;68;01/09/2023 20:12
1022;The picture came from a book.;the picture came to dog;3;6;9;1;9;1;9;n4;ALL_049_F_ENG_ENG_HT1_S009;49;1;ENG;68;01/09/2023 20:13
1022;The car is going too fast.;the car is going too fast;6;6;10;1;10;1;10;n4;ALL_049_F_ENG_ENG_HT1_S010;49;1;ENG;68;01/09/2023 20:13
1022;The paint dripped on the ground.;the paint dripped on the ground;6;6;11;1;11;1;11;n4;ALL_049_F_ENG_ENG_HT1_S011;49;1;ENG;68;01/09/2023 20:13
1022;The towel fell on the floor.;the towel fell on the floor;6;6;12;1;12;1;12;n4;ALL_049_F_ENG_ENG_HT1_S012;49;1;ENG;68;01/09/2023 20:13
1022;The family likes fish.;the family likes fish;4;4;13;1;13;1;13;n4;ALL_049_F_ENG_ENG_HT1_S013;49;1;ENG;68;01/09/2023 20:13
1022;The bananas are too ripe.;the bananas are too ripe;5;5;14;1;14;1;14;n4;ALL_049_F_ENG_ENG_HT1_S014;49;1;ENG;68;01/09/2023 20:13
1022;He grew lots of vegetables.;we grew lots of vegetables;4;5;15;1;15;1;15;n4;ALL_049_F_ENG_ENG_HT1_S015;49;1;ENG;68;01/09/2023 20:13
1022;She argues with her sister.;She argues with her sister;5;5;16;2;1;1;16;n2;ALL_049_F_ENG_ENG_HT1_S016;49;1;ENG;68;01/09/2023 20:14
1022;The kitchen window was clean.;The kitchen window was clean;5;5;17;2;2;1;17;n2;ALL_049_F_ENG_ENG_HT1_S017;49;1;ENG;68;01/09/2023 20:14
1022;He hung up his raincoat.;he hung up his raincoat;5;5;18;2;3;1;18;n2;ALL_049_F_ENG_ENG_HT1_S018;49;1;ENG;68;01/09/2023 20:14
1022;The mailman brought a letter.;the mailman brought a ladder;4;5;19;2;4;1;19;n2;ALL_049_F_ENG_ENG_HT1_S019;49;1;ENG;68;01/09/2023 20:14
1022;The mother heard the baby.;the mother heard the baby;5;5;20;2;5;1;20;n2;ALL_049_F_ENG_ENG_HT1_S020;49;1;ENG;68;01/09/2023 20:14
1022;She found her purse in the trash.;she found her purse in the trash;7;7;21;2;6;1;21;n2;ALL_049_F_ENG_ENG_HT1_S021;49;1;ENG;68;01/09/2023 20:14
1022;The table has three legs.;the table has three legs;5;5;22;2;7;1;22;n2;ALL_049_F_ENG_ENG_HT1_S022;49;1;ENG;68;01/09/2023 20:14
1022;The children waved at the train.;The children waved at the train;6;6;23;2;8;1;23;n2;ALL_049_F_ENG_ENG_HT1_S023;49;1;ENG;68;01/09/2023 20:14
1022;Her coat is on a chair.;her coat is on the chair;5;6;24;2;9;1;24;n2;ALL_049_F_ENG_ENG_HT1_S024;49;1;ENG;68;01/09/2023 20:15
1022;The girl is fixing her dress.;the girl is facing her desk;4;6;25;2;10;1;25;n2;ALL_049_F_ENG_ENG_HT1_S025;49;1;ENG;68;01/09/2023 20:15
1022;It's time to go to bed.;it's time to go to bed;6;6;26;2;11;1;26;n2;ALL_049_F_ENG_ENG_HT1_S026;49;1;ENG;68;01/09/2023 20:15
1022;Mother read the instructions.;mother read the instructions;4;4;27;2;12;1;27;n2;ALL_049_F_ENG_ENG_HT1_S027;49;1;ENG;68;01/09/2023 20:15
1022;The dog is eating some meat.;the dog is getting spayed;3;6;28;2;13;1;28;n2;ALL_049_F_ENG_ENG_HT1_S028;49;1;ENG;68;01/09/2023 20:15
1022;Father forgot the bread.;father forgot the bread;4;4;29;2;14;1;29;n2;ALL_049_F_ENG_ENG_HT1_S029;49;1;ENG;68;01/09/2023 20:15
1022;The road goes up a hill.;the road goes up ahead;4;6;30;2;15;1;30;n2;ALL_049_F_ENG_ENG_HT1_S030;49;1;ENG;68;01/09/2023 20:15
1022;The painter uses a brush.;the painter uses a brush;5;5;31;3;1;1;31;0;ALL_049_F_ENG_ENG_HT1_S031;49;1;ENG;68;01/09/2023 20:15
1022;The family bought a house.;the family bought a house;5;5;32;3;2;1;32;0;ALL_049_F_ENG_ENG_HT1_S032;49;1;ENG;68;01/09/2023 20:15
1022;Swimmers can hold their breath.;swimmers can hold their breath;5;5;33;3;3;1;33;0;ALL_049_F_ENG_ENG_HT1_S033;49;1;ENG;68;01/09/2023 20:16
1022;She cut the steak with her knife.;she cut the steak with her knife;7;7;34;3;4;1;34;0;ALL_049_F_ENG_ENG_HT1_S034;49;1;ENG;68;01/09/2023 20:16
1022;They're pushing an old car.;their pushing their old car;3;5;35;3;5;1;35;0;ALL_049_F_ENG_ENG_HT1_S035;49;1;ENG;68;01/09/2023 20:16
1022;The food is expensive.;the food is expensive;4;4;36;3;6;1;36;0;ALL_049_F_ENG_ENG_HT1_S036;49;1;ENG;68;01/09/2023 20:16
1022;The children are walking home.;the children are walking home;5;5;37;3;7;1;37;0;ALL_049_F_ENG_ENG_HT1_S037;49;1;ENG;68;01/09/2023 20:16
1022;They had two empty bottles.;they had two empty bottles;5;5;38;3;8;1;38;0;ALL_049_F_ENG_ENG_HT1_S038;49;1;ENG;68;01/09/2023 20:16
1022;Milk comes in a carton.;milk comes in a carton;5;5;39;3;9;1;39;0;ALL_049_F_ENG_ENG_HT1_S039;49;1;ENG;68;01/09/2023 20:16
1022;The dog sleeps in a basket.;the dog sleeps in a basket;6;6;40;3;10;1;40;0;ALL_049_F_ENG_ENG_HT1_S040;49;1;ENG;68;01/09/2023 20:16
1022;The house had nine bedrooms.;the house had nine bedrooms;5;5;41;3;11;1;41;0;ALL_049_F_ENG_ENG_HT1_S041;49;1;ENG;68;01/09/2023 20:17
1022;They're shopping for school clothes.;we're shopping for school clothes;4;5;42;3;12;1;42;0;ALL_049_F_ENG_ENG_HT1_S042;49;1;ENG;68;01/09/2023 20:17
1022;They're playing in the park.;they're playing in the park;5;5;43;3;13;1;43;0;ALL_049_F_ENG_ENG_HT1_S043;49;1;ENG;68;01/09/2023 20:17
1022;Rain is good for trees.;rain is good for trees;5;5;44;3;14;1;44;0;ALL_049_F_ENG_ENG_HT1_S044;49;1;ENG;68;01/09/2023 20:17
1022;They sat on a wooden bench.;they sat on a wooden bench;6;6;45;3;15;1;45;0;ALL_049_F_ENG_ENG_HT1_S045;49;1;ENG;68;01/09/2023 20:17
1022;The child drank some fresh milk.;the child drank some fresh milk;6;6;46;4;1;1;46;2;ALL_049_F_ENG_ENG_HT1_S046;49;1;ENG;68;01/09/2023 20:17
1022;The baby slept all night.;the baby slept all night;5;5;47;4;2;1;47;2;ALL_049_F_ENG_ENG_HT1_S047;49;1;ENG;68;01/09/2023 20:17
1022;The salt shaker is empty.;the salt shaker is empty;5;5;48;4;3;1;48;2;ALL_049_F_ENG_ENG_HT1_S048;49;1;ENG;68;01/09/2023 20:17
